_system_object_id;Objekttitel;objektgeschichte[].ereignis_typ#ubmz_event_id;Ereignistyp;objektgeschichte[].datum_ereignis;objektgeschichte[].datum_normiert_ereignis#from;objektgeschichte[].datum_normiert_ereignis#to;objektgeschichte[].unsicher_datum;objektgeschichte[].ort_ereignis#_system_object_id;Ort;objektgeschichte[].unsicher_ort;objektgeschichte[].personen_ereignis[].person_ereignis#_system_object_id;Person/Körperschaft;objektgeschichte[].personen_ereignis[].rolle_ereignis#_system_object_id;Rolle;objektgeschichte[].personen_ereignis[].unsicher;objektgeschichte[].bemerkung_ereignis;objektgeschichte[].ereignis_typ#ubmz_event_id;Ereignistyp;objektgeschichte[].datum_ereignis;objektgeschichte[].datum_normiert_ereignis#from;objektgeschichte[].datum_normiert_ereignis#to;objektgeschichte[].unsicher_datum;objektgeschichte[].ort_ereignis#_system_object_id;Ort;objektgeschichte[].unsicher_ort;objektgeschichte[].personen_ereignis[].person_ereignis#_system_object_id;Person/Körperschaft;objektgeschichte[].personen_ereignis[].rolle_ereignis#_system_object_id;Rolle;objektgeschichte[].personen_ereignis[].unsicher;objektgeschichte[].bemerkung_ereignis;objektgeschichte[].ereignis_typ#ubmz_event_id;Ereignistyp;objektgeschichte[].datum_ereignis;objektgeschichte[].datum_normiert_ereignis#from;objektgeschichte[].datum_normiert_ereignis#to;objektgeschichte[].unsicher_datum;objektgeschichte[].ort_ereignis#_system_object_id;Ort;objektgeschichte[].unsicher_ort;objektgeschichte[].personen_ereignis[].person_ereignis#_system_object_id;Person/Körperschaft;objektgeschichte[].personen_ereignis[].rolle_ereignis#_system_object_id;Rolle;objektgeschichte[].personen_ereignis[].unsicher;objektgeschichte[].bemerkung_ereignis;objektgeschichte[].ereignis_typ#ubmz_event_id;Ereignistyp;objektgeschichte[].datum_ereignis;objektgeschichte[].datum_normiert_ereignis#from;objektgeschichte[].datum_normiert_ereignis#to;objektgeschichte[].unsicher_datum;objektgeschichte[].ort_ereignis#_system_object_id;Ort;objektgeschichte[].unsicher_ort;objektgeschichte[].personen_ereignis[].person_ereignis#_system_object_id;Person/Körperschaft;objektgeschichte[].personen_ereignis[].rolle_ereignis#_system_object_id;Rolle;objektgeschichte[].personen_ereignis[].unsicher;objektgeschichte[].bemerkung_ereignis;
  17642;"König Salomo (Gewändefigur der Goldenen Pforte)";"ubmz-19";"Objektbewegung";"";"";"";"";"17857
7750
";"Freiberg
Mainz
";"0
0
";"";"";"";"";"";" Zum Ort: Original im Gewände Goldene Pforte, Dom;  Zum Ort: Kopie";"ubmz-17";"Künstlerische Schöpfung";"um 1225";"1220";"1230";"0";"";"";"";"";"";"";"";"";"";"ubmz-36";"Zerstörung";"2008";"2008";"2008";"0";"";"";"";"";"";"";"";"";"";""
  17643;"König Daniel (Gewändefigur der Goldenen Pforte)";"ubmz-19";"Objektbewegung";"";"";"";"";"17857
7750
";"Freiberg
Mainz
";"0
0
";"";"";"";"";"";" Zum Ort: Original, Dom;  Zum Ort: Kopie";"ubmz-17";"Künstlerische Schöpfung";"um 1225";"1220";"1230";"0";"";"";"";"";"";"";"";"";"";""
  17644;"Königin Bathseba (Gewändefigur der Goldenen Pforte)";"ubmz-17";"Künstlerische Schöpfung";"Original: um 1225";"1220";"1230";"0";"";"";"";"";"";"";"";"";"";"ubmz-3";"Ausführung";"3. Viertel 19. Jahrhundert";"1875";"1900";"0";"";"";"";"";"";"";"";"";"";"ubmz-36";"Zerstörung";"2008";"2008";"2008";"0";"";"";"";"";"";"";"";"";"";"ubmz-19";"Objektbewegung";"2013";"2013";"2013";"0";"17857
7750
";"Freiberg
Mainz
";"0
0
";"";"";"";"";"";"Zum Datum: Reste als Leihgabe an Firma https://www.naturstein-sauer.de/;  Zum Ort: Original: Dom;  Zum Ort: Kopie";""
  17645;"Muttergottes";"ubmz-19";"Objektbewegung";"";"";"";"";"17584
4035
";"Darmstadt
unbekannt
";"1
0
";"";"";"";"";"";" Zum Ort: Original;  Zum Ort: Kopie";"ubmz-17";"Künstlerische Schöpfung";"16. Jahrhundert";"1500";"1599";"0";"";"";"";"";"";"";"";"";"";"ubmz-3";"Ausführung";"19. Jahrhundert";"1800";"1899";"0";"";"";"";"";"";"";"";"";"";""
  17646;"Muttergottes";"ubmz-21";"Provenienz";"";"";"";"";"20378
";"Rüdesheim (Rhein)
";"0
